,actor.actor_id,actor.first_name,actor.last_name,actor.last_update,address.address_id,address.address,address.address2,address.district,address.city_id,address.postal_code,address.phone,address.last_update,category.category_id,category.name,category.last_update,city.city_id,city.city,city.country_id,city.last_update,customer.customer_id,customer.store_id,customer.first_name,customer.last_name,customer.email,customer.address_id,customer.active,customer.create_date,customer.last_update,film.film_id,film.title,film.description,film.release_year,film.language_id,film.original_language_id,film.rental_duration,film.rental_rate,film.length,film.replacement_cost,film.rating,film.special_features,film.last_update,film_category.film_id,film_category.category_id,film_category.last_update,inventory.inventory_id,inventory.film_id,inventory.store_id,inventory.last_update,language.language_id,language.name,language.last_update,payment.payment_id,payment.customer_id,payment.staff_id,payment.rental_id,payment.amount,payment.payment_date,payment.last_update,rental.rental_id,rental.rental_date,rental.inventory_id,rental.customer_id,rental.return_date,rental.staff_id,rental.last_update,staff.staff_id,staff.first_name,staff.last_name,staff.address_id,staff.picture,staff.email,staff.store_id,staff.active,staff.username,staff.password,staff.last_update,store.store_id,store.manager_staff_id,store.address_id,store.last_update
film.release_year,0.074795,0.043915,0.048838,0.051620,0.030704,0.022692,0.036045,0.022005,0.024528,0.031915,0.031944,0.025444,0.084275,0.089563,0.063291,0.052043,0.030821,0.038129,0.034868,0.058766,0.048676,0.045230,0.043419,0.039235,0.047527,0.057389,0.046301,0.046245,0.109604,0.099591,0.117365,1.000000,0.088355,0.106141,0.085956,0.078496,0.080567,0.076742,0.088044,0.111403,0.074169,0.116663,0.107636,0.086995,0.114493,0.100719,0.086480,0.094671,0.071543,0.059627,0.053909,0.037323,0.046157,0.033814,0.041789,0.036250,0.030538,0.030039,0.077679,0.053661,0.083846,0.059564,0.060423,0.068208,0.052154,0.039069,0.027871,0.026558,0.031095,0.062185,0.025260,0.030857,0.044657,0.032973,0.029161,0.036542,0.052277,0.042723,0.036162,0.048583
film.language_id,0.069297,0.040687,0.045248,0.047825,0.029693,0.021024,0.035377,0.020699,0.022682,0.029569,0.029541,0.022911,0.080825,0.082979,0.058639,0.048217,0.028555,0.035326,0.032305,0.054345,0.045014,0.041827,0.040152,0.036283,0.043951,0.053072,0.042817,0.042765,0.101548,0.092270,0.108737,0.088355,1.000000,0.098339,0.079637,0.072726,0.074645,0.071101,0.081572,0.103214,0.068717,0.108087,0.099724,0.080600,0.103097,0.093315,0.077872,0.085249,0.066284,0.055244,0.049946,0.042379,0.042685,0.038394,0.047450,0.039628,0.034675,0.034108,0.071969,0.049717,0.075501,0.055186,0.055982,0.063194,0.048320,0.036197,0.025774,0.024560,0.029616,0.057614,0.023360,0.028589,0.040212,0.030493,0.026967,0.032905,0.048434,0.039582,0.037806,0.043747
film.original_language_id,0.083247,0.048877,0.054357,0.057453,0.039053,0.025256,0.046529,0.027224,0.020618,0.035522,0.026895,0.025647,0.106305,0.099684,0.070443,0.057924,0.034304,0.042437,0.038808,0.049398,0.040917,0.038020,0.036497,0.032980,0.039951,0.048241,0.038920,0.038873,0.121990,0.110845,0.130627,0.106141,0.098339,1.000000,0.095669,0.087366,0.089672,0.085414,0.097993,0.123992,0.082550,0.129846,0.119800,0.096826,0.115408,0.112101,0.089370,0.095428,0.079627,0.066365,0.060001,0.049214,0.043661,0.044587,0.055103,0.046019,0.040268,0.039610,0.086458,0.059725,0.088862,0.066295,0.067251,0.075916,0.058047,0.043484,0.023428,0.022324,0.038952,0.069212,0.021234,0.036055,0.046181,0.027717,0.028443,0.036834,0.058185,0.049886,0.049724,0.048971
film.rental_duration,0.067416,0.039582,0.044019,0.048955,0.039091,0.027948,0.041067,0.027828,0.031228,0.035374,0.040670,0.027443,0.075960,0.080726,0.057046,0.046908,0.027780,0.034367,0.035386,0.074819,0.061973,0.057585,0.055279,0.049952,0.060510,0.073066,0.058949,0.058877,0.098790,0.089765,0.105785,0.085956,0.079637,0.095669,1.000000,0.075372,0.072618,0.069170,0.079357,0.100411,0.066851,0.105152,0.097016,0.078411,0.117981,0.097734,0.089115,0.097556,0.064484,0.053744,0.048590,0.064155,0.058766,0.058123,0.071832,0.059990,0.052492,0.051635,0.078336,0.069117,0.086401,0.057836,0.066754,0.062323,0.057222,0.042997,0.035484,0.033813,0.039589,0.056049,0.032161,0.038414,0.048428,0.041981,0.037127,0.037656,0.047119,0.044674,0.037139,0.050063
film.rental_rate,0.061565,0.036147,0.040199,0.042489,0.036801,0.027364,0.038112,0.025826,0.028981,0.032829,0.037744,0.027432,0.071075,0.073720,0.052096,0.042837,0.025369,0.031384,0.031323,0.069436,0.057514,0.053442,0.051302,0.046358,0.056156,0.067809,0.054707,0.054641,0.090217,0.081975,0.096604,0.078496,0.072726,0.087366,0.075372,1.000000,0.066316,0.063167,0.072470,0.091697,0.061049,0.096027,0.088597,0.071607,0.090306,0.082903,0.068211,0.074672,0.058888,0.049079,0.044373,0.070088,0.062179,0.063499,0.078475,0.065538,0.057347,0.056410,0.085581,0.075509,0.066133,0.062547,0.072927,0.068086,0.062514,0.039904,0.032931,0.031380,0.036740,0.051185,0.029847,0.035650,0.045690,0.038960,0.034455,0.030836,0.043030,0.041460,0.034467,0.038319
film.length,0.063189,0.037100,0.041260,0.047463,0.035515,0.025391,0.037310,0.025283,0.028371,0.032138,0.036950,0.025420,0.071198,0.075666,0.053470,0.043967,0.026039,0.032212,0.034308,0.067975,0.056304,0.052317,0.050223,0.045383,0.054974,0.066382,0.053556,0.053491,0.092597,0.084138,0.099153,0.080567,0.074645,0.089672,0.072618,0.066316,1.000000,0.064834,0.074382,0.094117,0.062660,0.098560,0.090935,0.073496,0.114386,0.094755,0.086399,0.094583,0.060442,0.050374,0.045544,0.037911,0.053390,0.037110,0.042448,0.036216,0.031019,0.030513,0.065626,0.045335,0.083768,0.052546,0.051048,0.057624,0.045856,0.039064,0.032238,0.030719,0.035967,0.052536,0.029219,0.034900,0.044615,0.038140,0.033730,0.036508,0.044165,0.041052,0.033741,0.048537
film.replacement_cost,0.060189,0.035339,0.039301,0.042389,0.030795,0.022016,0.032351,0.021922,0.024600,0.027867,0.032039,0.022702,0.067818,0.072073,0.050932,0.041880,0.024802,0.030683,0.030640,0.058940,0.048821,0.045364,0.043547,0.039351,0.047668,0.057560,0.046438,0.046382,0.088201,0.080143,0.094446,0.076742,0.071101,0.085414,0.069170,0.063167,0.064834,1.000000,0.070850,0.089648,0.059685,0.093881,0.086617,0.070006,0.102156,0.084625,0.077162,0.084471,0.057572,0.047983,0.043381,0.045483,0.046294,0.041207,0.050926,0.042530,0.037215,0.036607,0.062510,0.049001,0.074812,0.047932,0.048624,0.054888,0.041969,0.033872,0.027954,0.026637,0.031187,0.050041,0.025335,0.030262,0.039845,0.033071,0.029247,0.032605,0.042069,0.036663,0.031655,0.043348
film.rating,0.069053,0.040543,0.045089,0.047657,0.034470,0.021118,0.041068,0.024029,0.023597,0.029465,0.030732,0.020737,0.093829,0.085585,0.059625,0.048047,0.028455,0.035202,0.032191,0.056536,0.046829,0.043513,0.041771,0.037746,0.045723,0.055211,0.044544,0.044490,0.101190,0.091945,0.108354,0.088044,0.081572,0.097993,0.079357,0.072470,0.074382,0.070850,1.000000,0.102850,0.068475,0.107706,0.104332,0.080316,0.093195,0.092987,0.074132,0.077061,0.066050,0.055049,0.049770,0.048815,0.044406,0.044226,0.054657,0.045646,0.039941,0.039288,0.071716,0.052590,0.073710,0.054991,0.055785,0.062971,0.048150,0.036069,0.026813,0.025550,0.034381,0.057411,0.024302,0.031823,0.038307,0.031722,0.028054,0.029745,0.048264,0.044031,0.043889,0.039545
film.special_features,0.087374,0.051300,0.057051,0.060301,0.035161,0.026508,0.042107,0.025706,0.022435,0.037282,0.029219,0.028106,0.098449,0.104625,0.073935,0.060795,0.036004,0.044541,0.040732,0.053753,0.044524,0.041372,0.039715,0.035888,0.043473,0.052494,0.042352,0.042300,0.128037,0.116340,0.137103,0.111403,0.103214,0.123992,0.100411,0.091697,0.094117,0.089648,0.102850,1.000000,0.086642,0.136283,0.125738,0.101625,0.126473,0.117658,0.095529,0.104578,0.083575,0.069654,0.062975,0.050889,0.045147,0.046105,0.056979,0.047586,0.041639,0.040958,0.090743,0.062686,0.093267,0.069581,0.070585,0.079679,0.060925,0.045639,0.025494,0.024292,0.029475,0.072643,0.023106,0.036047,0.049330,0.030161,0.029853,0.040366,0.061069,0.049908,0.039932,0.053666
film.last_update,0.058171,0.034154,0.037983,0.049468,0.024133,0.017648,0.028033,0.017180,0.019279,0.024822,0.025108,0.026493,0.065544,0.069656,0.049224,0.040475,0.023971,0.029654,0.035757,0.046191,0.038260,0.035551,0.034127,0.030839,0.037356,0.045109,0.036393,0.036349,0.085243,0.077455,0.091279,0.074169,0.068717,0.082550,0.066851,0.061049,0.062660,0.059685,0.068475,0.086642,1.000000,0.090733,0.083713,0.067659,0.119216,0.098757,0.090048,0.098577,0.055641,0.046374,0.041927,0.040550,0.036280,0.036738,0.045402,0.037917,0.033178,0.032636,0.060414,0.043686,0.087306,0.046325,0.046993,0.053048,0.047792,0.036612,0.021907,0.021526,0.027784,0.048363,0.019855,0.030242,0.046500,0.025917,0.025136,0.038050,0.044077,0.042785,0.032851,0.050587
film_category.film_id,0.091499,0.053722,0.059745,0.063148,0.056703,0.027760,0.067559,0.039528,0.029517,0.039043,0.034752,0.025947,0.154350,0.140789,0.098085,0.063665,0.037704,0.050232,0.042655,0.063931,0.052954,0.049205,0.047234,0.042683,0.051704,0.062433,0.050370,0.050309,0.134082,0.121833,0.143576,0.116663,0.108087,0.129846,0.105152,0.096027,0.098560,0.093881,0.107706,0.136283,0.090733,1.000000,0.171629,0.115406,0.119791,0.123213,0.098229,0.090181,0.087520,0.072943,0.065948,0.061101,0.051997,0.064269,0.061458,0.051326,0.044911,0.044178,0.095028,0.065646,0.097670,0.072866,0.073918,0.083441,0.063801,0.054090,0.030320,0.028892,0.056557,0.076073,0.027480,0.052350,0.050758,0.035871,0.031724,0.034809,0.071575,0.072432,0.072198,0.047491
film_category.category_id,0.090461,0.049566,0.055122,0.058262,0.060163,0.025802,0.071680,0.041939,0.031318,0.036022,0.035158,0.023939,0.163768,0.149379,0.104070,0.058739,0.034787,0.053297,0.039355,0.064678,0.055145,0.049780,0.047787,0.043182,0.054076,0.063163,0.050959,0.050897,0.123708,0.112406,0.132467,0.107636,0.099724,0.119800,0.097016,0.088597,0.090935,0.086617,0.104332,0.125738,0.083713,0.171629,1.000000,0.122447,0.110522,0.113680,0.090629,0.082319,0.091739,0.070381,0.060846,0.064828,0.055169,0.068191,0.063389,0.049900,0.040897,0.040229,0.087675,0.060566,0.090113,0.070364,0.068199,0.087025,0.058865,0.057390,0.030675,0.029230,0.060008,0.070187,0.027802,0.055544,0.049515,0.036291,0.032095,0.031109,0.075942,0.076851,0.076603,0.043817
film_category.last_update,0.068231,0.040060,0.044552,0.047089,0.040454,0.021120,0.048199,0.028201,0.023599,0.029114,0.030735,0.022451,0.110120,0.100444,0.069978,0.047475,0.028116,0.035838,0.031808,0.056541,0.046833,0.043517,0.041775,0.037749,0.045727,0.055217,0.044548,0.044494,0.099985,0.090850,0.107064,0.086995,0.080600,0.096826,0.078411,0.071607,0.073496,0.070006,0.080316,0.101625,0.067659,0.115406,0.122447,1.000000,0.101025,0.091879,0.076307,0.083535,0.065264,0.054393,0.049177,0.045808,0.044410,0.045852,0.051290,0.042835,0.037481,0.036869,0.070862,0.049351,0.073984,0.054336,0.055120,0.062221,0.047576,0.038590,0.026816,0.025552,0.040350,0.056727,0.024304,0.037349,0.039404,0.031725,0.028057,0.032244,0.051065,0.051676,0.051509,0.042868
inventory.inventory_id,0.094961,0.045092,0.050147,0.091192,0.043444,0.030505,0.047894,0.030375,0.034086,0.039454,0.044392,0.048839,0.086675,0.091964,0.083953,0.059072,0.031667,0.047690,0.065916,0.081666,0.067645,0.062855,0.060338,0.054524,0.066047,0.079753,0.064344,0.066864,0.133720,0.102261,0.124389,0.114493,0.103097,0.115408,0.117981,0.090306,0.114386,0.102156,0.093195,0.126473,0.119216,0.119791,0.110522,0.101025,1.000000,0.182054,0.165999,0.181723,0.073461,0.061225,0.075923,0.055993,0.064144,0.060298,0.057587,0.069583,0.035867,0.057099,0.094153,0.068452,0.160944,0.073329,0.081367,0.091263,0.088103,0.067492,0.038732,0.039682,0.051219,0.080986,0.035104,0.055750,0.085720,0.045823,0.046337,0.070144,0.081253,0.078873,0.060560,0.093255
inventory.film_id,0.078995,0.046380,0.051580,0.075542,0.035988,0.025459,0.039675,0.025350,0.028447,0.033707,0.037048,0.040458,0.090123,0.094591,0.069545,0.054964,0.032551,0.040269,0.054603,0.068156,0.056454,0.052457,0.050356,0.045504,0.055121,0.066559,0.053699,0.055389,0.115758,0.105182,0.123954,0.100719,0.093315,0.112101,0.097734,0.082903,0.094755,0.084625,0.092987,0.117658,0.098757,0.123213,0.113680,0.091879,0.182054,1.000000,0.137511,0.150536,0.075559,0.062974,0.062893,0.046384,0.053532,0.049949,0.049201,0.057641,0.035954,0.047300,0.082041,0.056705,0.133323,0.062908,0.067403,0.075600,0.072983,0.055909,0.032324,0.032872,0.042429,0.067087,0.029297,0.046182,0.071009,0.038242,0.038385,0.058106,0.067309,0.065337,0.050167,0.077251
inventory.store_id,0.071727,0.036976,0.041121,0.068880,0.040005,0.028601,0.042026,0.028479,0.031958,0.036201,0.041621,0.036890,0.077059,0.075411,0.063412,0.044619,0.025951,0.036022,0.049788,0.076568,0.063422,0.058931,0.056571,0.051120,0.061924,0.074774,0.060327,0.060253,0.101002,0.083855,0.098820,0.086480,0.077872,0.089370,0.089115,0.068211,0.086399,0.077162,0.074132,0.095529,0.090048,0.098229,0.090629,0.076307,0.165999,0.137511,1.000000,0.137261,0.060238,0.050205,0.057347,0.042293,0.060140,0.045545,0.043497,0.052558,0.030751,0.043129,0.071116,0.051704,0.121566,0.059188,0.061459,0.068933,0.066547,0.050979,0.036314,0.034603,0.040514,0.061171,0.032913,0.042109,0.064747,0.042962,0.037995,0.052982,0.061373,0.059575,0.045743,0.070438
inventory.last_update,0.078521,0.037033,0.038558,0.075404,0.035923,0.023739,0.039603,0.023637,0.026525,0.032624,0.034888,0.040384,0.071669,0.068497,0.069418,0.048845,0.026185,0.039434,0.054504,0.063551,0.052640,0.048913,0.046954,0.042429,0.051397,0.063293,0.050071,0.055288,0.110570,0.080273,0.102854,0.094671,0.085249,0.095428,0.097556,0.074672,0.094583,0.084471,0.077061,0.104578,0.098577,0.090181,0.082319,0.083535,0.181723,0.150536,0.137261,1.000000,0.057494,0.045602,0.062779,0.046299,0.049916,0.049859,0.047617,0.057536,0.029320,0.047214,0.077853,0.056602,0.133081,0.060634,0.067281,0.075463,0.072851,0.055808,0.030304,0.032812,0.042352,0.066965,0.027317,0.046098,0.070880,0.035658,0.038315,0.058000,0.067186,0.065218,0.050076,0.077110
language.language_id,0.056111,0.032945,0.036638,0.038725,0.033720,0.024108,0.036111,0.024005,0.026937,0.030514,0.035083,0.023673,0.082503,0.075255,0.052429,0.039042,0.023122,0.028604,0.026158,0.064540,0.053459,0.049674,0.047685,0.043089,0.052196,0.063028,0.050850,0.050788,0.082225,0.074713,0.088047,0.071543,0.066284,0.079627,0.064484,0.058888,0.060442,0.057572,0.066050,0.083575,0.055641,0.087520,0.091739,0.065264,0.073461,0.075559,0.060238,0.057494,1.000000,0.044732,0.040442,0.037768,0.050692,0.035235,0.042288,0.035317,0.030903,0.030398,0.058275,0.040690,0.059896,0.049890,0.045330,0.051170,0.039126,0.037090,0.030609,0.029167,0.034150,0.046651,0.027742,0.033137,0.041775,0.036213,0.032026,0.028661,0.039218,0.038716,0.038591,0.035032
language.name,0.046766,0.027458,0.030536,0.032275,0.029449,0.021055,0.030938,0.020965,0.023526,0.026649,0.030639,0.020674,0.063295,0.057734,0.040222,0.032539,0.019271,0.023840,0.021801,0.056366,0.046688,0.043382,0.041645,0.037632,0.045585,0.055045,0.044410,0.044356,0.068530,0.062269,0.073382,0.059627,0.055244,0.066365,0.053744,0.049079,0.050374,0.047983,0.055049,0.069654,0.046374,0.072943,0.070381,0.054393,0.061225,0.062974,0.050205,0.045602,0.044732,1.000000,0.033706,0.028320,0.044272,0.030773,0.027307,0.028784,0.020867,0.021793,0.048569,0.033552,0.049920,0.043572,0.037780,0.042647,0.032609,0.032393,0.026732,0.025473,0.029825,0.038881,0.024229,0.028940,0.036484,0.031627,0.027970,0.025031,0.032686,0.033656,0.029606,0.030595
language.last_update,0.042281,0.024824,0.027608,0.031504,0.026315,0.018814,0.027645,0.018733,0.021022,0.023813,0.027378,0.018474,0.047640,0.050629,0.035778,0.029419,0.017423,0.021554,0.022772,0.050366,0.041719,0.038765,0.037213,0.033627,0.040733,0.049186,0.039683,0.039635,0.061958,0.056298,0.066345,0.053909,0.049946,0.060001,0.048590,0.044373,0.045544,0.043381,0.049770,0.062975,0.041927,0.065948,0.060846,0.049177,0.075923,0.062893,0.057347,0.062779,0.040442,0.033706,1.000000,0.032351,0.039560,0.029310,0.036223,0.030251,0.026470,0.026038,0.043911,0.034853,0.055601,0.038934,0.034157,0.038557,0.030437,0.028945,0.023887,0.022762,0.026650,0.035152,0.021650,0.025860,0.032601,0.028260,0.024993,0.024232,0.029552,0.030073,0.025001,0.032216
payment.payment_id,0.041064,0.026130,0.023061,0.029945,0.044761,0.032002,0.047024,0.031865,0.035758,0.040506,0.046570,0.031424,0.058302,0.053179,0.037049,0.036228,0.026265,0.032493,0.026757,0.085672,0.070963,0.065938,0.063298,0.057198,0.069287,0.083665,0.067500,0.067418,0.052209,0.038018,0.050190,0.037323,0.042379,0.049214,0.064155,0.070088,0.037911,0.045483,0.048815,0.050889,0.040550,0.061101,0.064828,0.045808,0.055993,0.046384,0.042293,0.046299,0.037768,0.028320,0.032351,1.000000,0.067291,0.054048,0.066796,0.055784,0.048812,0.048015,0.072844,0.064271,0.050731,0.066226,0.062073,0.057953,0.053210,0.049235,0.040632,0.038717,0.045331,0.048479,0.036826,0.043987,0.055453,0.048070,0.042512,0.038046,0.047512,0.051154,0.042526,0.046503
payment.customer_id,0.055575,0.040848,0.036050,0.043080,0.069973,0.050027,0.073510,0.049813,0.055898,0.063321,0.072801,0.049124,0.055219,0.048142,0.044116,0.056634,0.041058,0.050796,0.041828,0.133928,0.110933,0.103079,0.098951,0.089416,0.108314,0.130791,0.105520,0.105392,0.048524,0.031766,0.044527,0.046157,0.042685,0.043661,0.058766,0.062179,0.053390,0.046294,0.044406,0.045147,0.036280,0.051997,0.055169,0.044410,0.064144,0.053532,0.060140,0.049916,0.050692,0.044272,0.039560,0.067291,1.000000,0.073117,0.064882,0.068392,0.049581,0.051782,0.070301,0.057019,0.065066,0.103528,0.055069,0.076511,0.047206,0.076966,0.063518,0.060525,0.070865,0.075785,0.057569,0.068763,0.086688,0.075147,0.066458,0.059476,0.074274,0.079967,0.066479,0.072696
payment.staff_id,0.038629,0.028392,0.025057,0.029944,0.048637,0.034773,0.051095,0.034624,0.038854,0.044013,0.050602,0.034145,0.061325,0.055937,0.038971,0.039365,0.028539,0.035307,0.029074,0.093091,0.077107,0.071648,0.068779,0.062151,0.075287,0.090910,0.073345,0.073256,0.047300,0.033159,0.045472,0.033814,0.038394,0.044587,0.058123,0.063499,0.037110,0.041207,0.044226,0.046105,0.036738,0.064269,0.068191,0.045852,0.060298,0.049949,0.045545,0.049859,0.035235,0.030773,0.029310,0.054048,0.073117,1.000000,0.060516,0.050540,0.044223,0.043501,0.065996,0.058228,0.045962,0.071960,0.056238,0.053181,0.048208,0.053498,0.044150,0.042070,0.049257,0.052677,0.040015,0.047796,0.060255,0.052233,0.046193,0.041340,0.051626,0.055584,0.046208,0.050530
payment.rental_id,0.045979,0.025195,0.023464,0.033529,0.043159,0.030856,0.045341,0.030725,0.034478,0.039056,0.044903,0.030299,0.057008,0.051999,0.037913,0.040561,0.025325,0.031331,0.029852,0.082606,0.068423,0.063579,0.061033,0.055151,0.066807,0.080671,0.065084,0.065005,0.058457,0.037666,0.056197,0.041789,0.047450,0.055103,0.071832,0.078475,0.042448,0.050926,0.054657,0.056979,0.045402,0.061458,0.063389,0.051290,0.057587,0.049201,0.043497,0.047617,0.042288,0.027307,0.036223,0.066796,0.064882,0.060516,1.000000,0.062460,0.054654,0.053761,0.081561,0.071962,0.056802,0.063856,0.069502,0.064889,0.059578,0.047473,0.039178,0.037332,0.043709,0.046744,0.035508,0.042413,0.053469,0.046350,0.040991,0.036684,0.045812,0.049324,0.041004,0.044839
payment.amount,0.038399,0.026557,0.023438,0.028873,0.045494,0.032525,0.047793,0.032387,0.036343,0.041169,0.047332,0.031938,0.044876,0.040933,0.031662,0.036821,0.026695,0.033025,0.027195,0.087075,0.072124,0.067018,0.064334,0.058135,0.070421,0.085035,0.068605,0.068521,0.048819,0.033243,0.046932,0.036250,0.039628,0.046019,0.059990,0.065538,0.036216,0.042530,0.045646,0.047586,0.037917,0.051326,0.049900,0.042835,0.069583,0.057641,0.052558,0.057536,0.035317,0.028784,0.030251,0.055784,0.068392,0.050540,0.062460,1.000000,0.045643,0.044898,0.068115,0.060099,0.050957,0.067310,0.058044,0.054191,0.049756,0.050040,0.041297,0.039351,0.046073,0.049272,0.037429,0.044707,0.056361,0.048857,0.043208,0.038669,0.048290,0.051992,0.043222,0.047264
payment.payment_date,0.033599,0.019253,0.017146,0.024502,0.032981,0.023579,0.034648,0.023479,0.026347,0.029845,0.034314,0.023154,0.032905,0.028450,0.027705,0.029641,0.019352,0.023942,0.021814,0.063125,0.052287,0.048585,0.046639,0.042145,0.051052,0.061646,0.049735,0.049675,0.042718,0.027525,0.041067,0.030538,0.034675,0.040268,0.052492,0.057347,0.031019,0.037215,0.039941,0.041639,0.033178,0.044911,0.040897,0.037481,0.035867,0.035954,0.030751,0.029320,0.030903,0.020867,0.026470,0.048812,0.049581,0.044223,0.054654,0.045643,1.000000,0.039286,0.059602,0.052587,0.041509,0.048797,0.050790,0.047418,0.043537,0.036277,0.029938,0.028528,0.033401,0.035720,0.027134,0.032410,0.040859,0.035419,0.031324,0.028033,0.035008,0.037691,0.031334,0.034264
payment.last_update,0.033051,0.020107,0.017746,0.024101,0.034445,0.024626,0.036186,0.024521,0.027516,0.031170,0.035837,0.024181,0.032368,0.027986,0.027253,0.029156,0.020211,0.025004,0.021458,0.065927,0.054607,0.050741,0.048709,0.044015,0.053318,0.064382,0.051943,0.051880,0.042020,0.027075,0.040396,0.030039,0.034108,0.039610,0.051635,0.056410,0.030513,0.036607,0.039288,0.040958,0.032636,0.044178,0.040229,0.036869,0.057099,0.047300,0.043129,0.047214,0.030398,0.021793,0.026038,0.048015,0.051782,0.043501,0.053761,0.044898,0.039286,1.000000,0.058628,0.051728,0.041815,0.050962,0.049960,0.046644,0.042826,0.037887,0.031267,0.029794,0.034883,0.037306,0.028338,0.033849,0.042673,0.036991,0.032714,0.029277,0.036562,0.039364,0.032725,0.035785
rental.rental_id,0.060924,0.035771,0.039781,0.042047,0.046764,0.033434,0.049128,0.033291,0.037357,0.042318,0.048654,0.032830,0.076092,0.072954,0.051554,0.044233,0.027440,0.033947,0.032554,0.089505,0.074138,0.068889,0.066130,0.059758,0.072387,0.087409,0.070520,0.070434,0.089278,0.081122,0.095599,0.077679,0.071969,0.086458,0.078336,0.085581,0.065626,0.062510,0.071716,0.090743,0.060414,0.095028,0.087675,0.070862,0.094153,0.082041,0.071116,0.077853,0.058275,0.048569,0.043911,0.072844,0.070301,0.065996,0.081561,0.068115,0.059602,0.058628,1.000000,0.078478,0.068951,0.069189,0.075795,0.070764,0.064972,0.051437,0.042450,0.040450,0.047360,0.050653,0.038474,0.045955,0.057935,0.050221,0.044414,0.039748,0.049638,0.053443,0.044429,0.048584
rental.rental_date,0.044240,0.024711,0.027481,0.032261,0.033747,0.025093,0.034832,0.023603,0.026487,0.030004,0.034496,0.025155,0.047421,0.050397,0.036479,0.039028,0.022948,0.024069,0.028723,0.063460,0.052564,0.048842,0.046887,0.042368,0.051323,0.061973,0.049999,0.049938,0.061674,0.056039,0.066040,0.053661,0.049717,0.059725,0.069117,0.075509,0.045335,0.049001,0.052590,0.062686,0.043686,0.065646,0.060566,0.049351,0.068452,0.056705,0.051704,0.056602,0.040690,0.033552,0.034853,0.064271,0.057019,0.058228,0.071962,0.060099,0.052587,0.051728,0.078478,1.000000,0.054655,0.057355,0.066874,0.062436,0.057325,0.036469,0.030097,0.028679,0.033578,0.036125,0.027278,0.032582,0.041898,0.035607,0.031490,0.028182,0.038616,0.037891,0.031500,0.034446
rental.inventory_id,0.069543,0.036765,0.040887,0.066782,0.043282,0.030944,0.045469,0.030812,0.034576,0.039167,0.045031,0.035766,0.071722,0.074982,0.061481,0.043570,0.025803,0.034925,0.048272,0.082840,0.068617,0.063759,0.061206,0.055308,0.066997,0.080900,0.065269,0.065189,0.097927,0.083378,0.098258,0.083846,0.075501,0.088862,0.086401,0.066133,0.083768,0.074812,0.073710,0.093267,0.087306,0.097670,0.090113,0.073984,0.160944,0.133323,0.121566,0.133081,0.059896,0.049920,0.055601,0.050731,0.065066,0.045962,0.056802,0.050957,0.041509,0.041815,0.068951,0.054655,1.000000,0.064037,0.059587,0.066834,0.064521,0.049426,0.039289,0.037438,0.043833,0.059308,0.035609,0.042533,0.062775,0.046481,0.041107,0.051368,0.059504,0.057761,0.044350,0.068293
rental.customer_id,0.054696,0.040201,0.035479,0.042398,0.068866,0.049235,0.072347,0.049025,0.055014,0.062319,0.071649,0.048346,0.063280,0.057720,0.043418,0.055738,0.040409,0.049992,0.041167,0.131809,0.109178,0.101448,0.097386,0.088001,0.106600,0.128721,0.103850,0.103724,0.068458,0.062204,0.073305,0.059564,0.055186,0.066295,0.057836,0.062547,0.052546,0.047932,0.054991,0.069581,0.046325,0.072866,0.070364,0.054336,0.073329,0.062908,0.059188,0.060634,0.049890,0.043572,0.038934,0.066226,0.103528,0.071960,0.063856,0.067310,0.048797,0.050962,0.069189,0.057355,0.064037,1.000000,0.055395,0.075301,0.047485,0.075749,0.062513,0.059568,0.069744,0.074586,0.056658,0.067675,0.085317,0.073958,0.065406,0.058535,0.073099,0.078702,0.065428,0.071546
rental.return_date,0.047390,0.027824,0.030944,0.033763,0.033113,0.024235,0.034786,0.023572,0.026452,0.029964,0.034451,0.024295,0.053397,0.056747,0.040101,0.037693,0.022164,0.024158,0.027741,0.063377,0.052495,0.048779,0.046825,0.042313,0.051256,0.061892,0.049934,0.049873,0.069446,0.063101,0.074362,0.060423,0.055982,0.067251,0.066754,0.072927,0.051048,0.048624,0.055785,0.070585,0.046993,0.073918,0.068199,0.055120,0.081367,0.067403,0.061459,0.067281,0.045330,0.037780,0.034157,0.062073,0.055069,0.056238,0.069502,0.058044,0.050790,0.049960,0.075795,0.066874,0.059587,0.055395,1.000000,0.060301,0.055366,0.036422,0.030058,0.028642,0.033534,0.039400,0.027242,0.032540,0.041022,0.035561,0.031449,0.028145,0.037295,0.037842,0.031459,0.034526
rental.staff_id,0.053496,0.031409,0.034930,0.037869,0.050895,0.036387,0.053467,0.036231,0.040657,0.046056,0.052951,0.035730,0.078264,0.071388,0.049735,0.041192,0.029864,0.036946,0.030424,0.097411,0.080687,0.074974,0.071972,0.065036,0.078781,0.095130,0.076749,0.076656,0.078393,0.071231,0.083943,0.068208,0.063194,0.075916,0.062323,0.068086,0.057624,0.054888,0.062971,0.079679,0.053048,0.083441,0.087025,0.062221,0.091263,0.075600,0.068933,0.075463,0.051170,0.042647,0.038557,0.057953,0.076511,0.053181,0.064889,0.054191,0.047418,0.046644,0.070764,0.062436,0.066834,0.075301,0.060301,1.000000,0.051691,0.055981,0.046199,0.044023,0.051543,0.055122,0.041872,0.050014,0.063052,0.054657,0.048337,0.043259,0.054023,0.058164,0.048353,0.052875
