col_i,col_j,table_i,table_j,domain_i,domain_j,type_i,type_j,P_stat,P_name,P_sem,same_domain
address.address_id,film.language_id,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,nominal,0.619116,0.363636,0.029693,0
address.address_id,film.original_language_id,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,nominal,0.772305,0.2,0.039053,0
address.address_id,film.rental_duration,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,numeric,0.059984,0.133333,0.039091,0
address.address_id,film.rental_rate,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,numeric,0.154829,0.0,0.036801,0
address.address_id,film.length,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,numeric,0.02605,0.1,0.035515,0
address.address_id,film.replacement_cost,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,numeric,0.078421,0.1875,0.030795,0
address.address_id,film.rating,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,nominal,0.278624,0.1,0.03447,0
address.address_id,film.special_features,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,nominal,0.47948,0.125,0.035161,0
address.address_id,film.last_update,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,numeric,nominal,0.618836,0.090909,0.024133,0
address.address_id,film_category.film_id,address,film_category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The film_category table records the association between individual films and their respective categories in the Sakila video rental store.,numeric,numeric,0.0,0.3,0.056703,0
address.address_id,film_category.category_id,address,film_category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The film_category table records the association between individual films and their respective categories in the Sakila video rental store.,numeric,numeric,0.06287,0.363636,0.060163,0
address.address_id,film_category.last_update,address,film_category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The film_category table records the association between individual films and their respective categories in the Sakila video rental store.,numeric,nominal,0.618836,0.090909,0.040454,0
address.address_id,inventory.inventory_id,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,numeric,numeric,0.0,0.25,0.043444,0
address.address_id,inventory.film_id,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,numeric,numeric,0.0,0.3,0.035988,0
address.address_id,inventory.store_id,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,numeric,numeric,0.240499,0.5,0.040005,0
address.address_id,inventory.last_update,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,numeric,nominal,0.618836,0.090909,0.035923,0
address.address_id,language.language_id,address,language,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks various languages used in DVD rentals for user interface and film subtitles.,numeric,numeric,0.0,0.363636,0.03372,0
address.address_id,language.name,address,language,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks various languages used in DVD rentals for user interface and film subtitles.,numeric,nominal,0.270208,0.1,0.029449,0
address.address_id,language.last_update,address,language,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks various languages used in DVD rentals for user interface and film subtitles.,numeric,nominal,0.618836,0.090909,0.026315,0
address.address_id,payment.payment_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,numeric,0.0,0.4,0.044761,0
address.address_id,payment.customer_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,numeric,0.0,0.272727,0.069973,0
address.address_id,payment.staff_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,numeric,0.240499,0.3,0.048637,0
address.address_id,payment.rental_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,numeric,0.031713,0.3,0.043159,0
address.address_id,payment.amount,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,numeric,0.043403,0.1,0.045494,0
address.address_id,payment.payment_date,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,nominal,0.290453,0.166667,0.032981,0
address.address_id,payment.last_update,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",numeric,nominal,0.290453,0.090909,0.034445,0
address.address_id,rental.rental_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,numeric,0.0,0.3,0.046764,0
address.address_id,rental.rental_date,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,nominal,0.290453,0.0,0.033747,0
address.address_id,rental.inventory_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,numeric,0.011966,0.25,0.043282,0
address.address_id,rental.customer_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,numeric,0.026571,0.272727,0.068866,0
address.address_id,rental.return_date,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,nominal,0.290453,0.090909,0.033113,0
address.address_id,rental.staff_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,numeric,0.240499,0.3,0.050895,0
address.address_id,rental.last_update,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,numeric,nominal,0.33974,0.090909,0.030231,0
address.address_id,staff.staff_id,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,numeric,0.240499,0.3,0.051198,0
address.address_id,staff.first_name,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.326331,0.1,0.042252,0
address.address_id,staff.last_name,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.326268,0.0,0.040261,0
address.address_id,staff.address_id,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,numeric,0.301092,1.0,0.047139,0
address.address_id,staff.picture,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,1.692652,0.0,0.050412,0
address.address_id,staff.email,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.3396,0.2,0.038294,0
address.address_id,staff.store_id,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,numeric,0.240499,0.5,0.045741,0
address.address_id,staff.active,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.619116,0.1,0.057664,0
address.address_id,staff.username,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.326331,0.1,0.049987,0
address.address_id,staff.password,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.61851,0.2,0.044207,0
address.address_id,staff.last_update,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,numeric,nominal,0.618836,0.090909,0.039563,0
address.address_id,store.store_id,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",numeric,numeric,0.240499,0.5,0.049406,0
address.address_id,store.manager_staff_id,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",numeric,numeric,0.240499,0.375,0.053194,0
address.address_id,store.address_id,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",numeric,numeric,0.240499,1.0,0.044222,0
address.address_id,store.last_update,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",numeric,nominal,0.618836,0.090909,0.048357,0
address.address,address.address2,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,nominal,0.917795,0.875,0.034959,1
address.address,address.district,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,nominal,0.010431,0.125,0.02369,1
address.address,address.city_id,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,numeric,0.293055,0.0,0.026584,1
address.address,address.postal_code,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,numeric,0.280764,0.090909,0.030114,1
address.address,address.phone,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,numeric,2.266537,0.142857,0.034622,1
address.address,address.last_update,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,nominal,0.053622,0.090909,0.023362,1
address.address,category.category_id,address,category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks movie categories and their latest updates in the Sakila video rental store.,nominal,numeric,0.2813,0.181818,0.026261,0
address.address,category.name,address,category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks movie categories and their latest updates in the Sakila video rental store.,nominal,nominal,0.020327,0.142857,0.022895,0
address.address,category.last_update,address,category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks movie categories and their latest updates in the Sakila video rental store.,nominal,nominal,0.707855,0.090909,0.020981,0
address.address,city.city_id,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,numeric,0.2813,0.0,0.026933,0
address.address,city.city,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,nominal,0.109686,0.0,0.019526,0
address.address,city.country_id,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,numeric,0.338505,0.1,0.024157,0
address.address,city.last_update,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,nominal,0.707855,0.090909,0.019893,0
address.address,customer.customer_id,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,numeric,0.2813,0.090909,0.063693,0
address.address,customer.store_id,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,numeric,0.482695,0.25,0.052757,0
address.address,customer.first_name,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.002467,0.0,0.049022,0
address.address,customer.last_name,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.018572,0.111111,0.047059,0
address.address,customer.email,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.003513,0.0,0.042524,0
address.address,customer.address_id,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,numeric,0.327887,0.7,0.051511,0
address.address,customer.active,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.397056,0.142857,0.062201,0
address.address,customer.create_date,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.396846,0.090909,0.050183,0
address.address,customer.last_update,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.707855,0.090909,0.050122,0
address.address,film.film_id,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.2813,0.0,0.02608,0
address.address,film.title,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.00061,0.142857,0.023698,0
address.address,film.description,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.187903,0.090909,0.027927,0
address.address,film.release_year,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.654257,0.166667,0.022692,0
address.address,film.language_id,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.708065,0.181818,0.021024,0
address.address,film.original_language_id,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.917795,0.1,0.025256,0
address.address,film.rental_duration,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.302179,0.2,0.027948,0
address.address,film.rental_rate,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.436129,0.181818,0.027364,0
address.address,film.length,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.268246,0.0,0.025391,0
address.address,film.replacement_cost,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.320617,0.1875,0.022016,0
address.address,film.rating,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.003115,0.0,0.021118,0
address.address,film.special_features,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.198348,0.1875,0.026508,0
address.address,film.last_update,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.707855,0.090909,0.017648,0
address.address,film_category.film_id,address,film_category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The film_category table records the association between individual films and their respective categories in the Sakila video rental store.,nominal,numeric,0.2813,0.0,0.02776,0
address.address,film_category.category_id,address,film_category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The film_category table records the association between individual films and their respective categories in the Sakila video rental store.,nominal,numeric,0.305065,0.181818,0.025802,0
address.address,film_category.last_update,address,film_category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The film_category table records the association between individual films and their respective categories in the Sakila video rental store.,nominal,nominal,0.707855,0.090909,0.02112,0
address.address,inventory.inventory_id,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,nominal,numeric,0.2813,0.083333,0.030505,0
address.address,inventory.film_id,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,nominal,numeric,0.2813,0.0,0.025459,0
address.address,inventory.store_id,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,nominal,numeric,0.482695,0.25,0.028601,0
address.address,inventory.last_update,address,inventory,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks the current inventory of films across different stores in the Sakila video rental store.,nominal,nominal,0.707855,0.090909,0.023739,0
address.address,language.language_id,address,language,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks various languages used in DVD rentals for user interface and film subtitles.,nominal,numeric,0.2813,0.181818,0.024108,0
address.address,language.name,address,language,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks various languages used in DVD rentals for user interface and film subtitles.,nominal,nominal,0.032664,0.142857,0.021055,0
address.address,language.last_update,address,language,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks various languages used in DVD rentals for user interface and film subtitles.,nominal,nominal,0.707855,0.090909,0.018814,0
address.address,payment.payment_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,numeric,0.2813,0.1,0.032002,0
address.address,payment.customer_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,numeric,0.2813,0.090909,0.050027,0
address.address,payment.staff_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,numeric,0.482695,0.0,0.034773,0
address.address,payment.rental_id,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,numeric,0.313013,0.0,0.030856,0
address.address,payment.amount,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,numeric,0.324703,0.142857,0.032525,0
address.address,payment.payment_date,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,nominal,0.05298,0.083333,0.023579,0
address.address,payment.last_update,address,payment,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks customer payments for rentals, recording details such as amount, date, and associated staff and rental.",nominal,nominal,0.05298,0.090909,0.024626,0
address.address,rental.rental_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,numeric,0.2813,0.0,0.033434,0
address.address,rental.rental_date,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,nominal,0.05298,0.090909,0.025093,0
address.address,rental.inventory_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,numeric,0.269334,0.083333,0.030944,0
address.address,rental.customer_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,numeric,0.268767,0.090909,0.049235,0
address.address,rental.return_date,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,nominal,0.05298,0.090909,0.024235,0
address.address,rental.staff_id,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,numeric,0.482695,0.0,0.036387,0
address.address,rental.last_update,address,rental,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks rental history of movies or other items for specific customers.,nominal,nominal,0.396846,0.090909,0.021613,0
address.address,staff.staff_id,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,numeric,0.482695,0.0,0.036603,0
address.address,staff.first_name,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.383366,0.0,0.030207,0
address.address,staff.last_name,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.383304,0.111111,0.028784,0
address.address,staff.address_id,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,numeric,0.543287,0.7,0.033701,0
address.address,staff.picture,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,1.838143,0.0,0.036042,0
address.address,staff.email,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.396976,0.0,0.027378,0
address.address,staff.store_id,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,numeric,0.482695,0.25,0.032702,0
address.address,staff.active,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.708065,0.142857,0.041227,0
address.address,staff.username,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.383366,0.125,0.035738,0
address.address,staff.password,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.708171,0.125,0.031606,0
address.address,staff.last_update,address,staff,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",The staff table stores information about employees working in various Sakila stores.,nominal,nominal,0.707855,0.090909,0.028285,0
address.address,store.store_id,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",nominal,numeric,0.482695,0.25,0.035323,0
address.address,store.manager_staff_id,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",nominal,numeric,0.482695,0.1875,0.03803,0
address.address,store.address_id,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",nominal,numeric,0.482695,0.7,0.031616,0
address.address,store.last_update,address,store,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual store locations, including their assigned managers and addresses.",nominal,nominal,0.707855,0.090909,0.034572,0
address.address2,address.district,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,nominal,0.928226,0.0,0.03481,1
address.address2,address.city_id,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,numeric,0.78406,0.0,0.039063,1
address.address2,address.postal_code,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,numeric,0.771769,0.0,0.044249,1
address.address2,address.phone,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,numeric,2.757542,0.125,0.050874,1
address.address2,address.last_update,address,address,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Holds customer and store contact addresses for delivery, billing, or communication purposes.",nominal,nominal,0.926296,0.090909,0.034328,1
address.address2,category.category_id,address,category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks movie categories and their latest updates in the Sakila video rental store.,nominal,numeric,0.772305,0.181818,0.064464,0
address.address2,category.name,address,category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks movie categories and their latest updates in the Sakila video rental store.,nominal,nominal,0.897767,0.125,0.0588,0
address.address2,category.last_update,address,category,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Tracks movie categories and their latest updates in the Sakila video rental store.,nominal,nominal,0.731127,0.090909,0.040965,0
address.address2,city.city_id,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,numeric,0.772305,0.0,0.039576,0
address.address2,city.city,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,nominal,1.027481,0.0,0.028692,0
address.address2,city.country_id,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,numeric,0.82951,0.1,0.035497,0
address.address2,city.last_update,address,city,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures information about cities in various countries within the Sakila DVD rental chain.,nominal,nominal,0.731127,0.090909,0.02923,0
address.address2,customer.customer_id,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,numeric,0.772305,0.090909,0.093591,0
address.address2,customer.store_id,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,numeric,0.580546,0.25,0.077522,0
address.address2,customer.first_name,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.915656,0.0,0.072033,0
address.address2,customer.last_name,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.899557,0.111111,0.069149,0
address.address2,customer.email,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.920838,0.0,0.062485,0
address.address2,customer.address_id,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,numeric,0.818892,0.7,0.075691,0
address.address2,customer.active,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.583362,0.125,0.091398,0
address.address2,customer.create_date,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.583082,0.090909,0.073739,0
address.address2,customer.last_update,address,customer,"Holds customer and store contact addresses for delivery, billing, or communication purposes.","Tracks individual customers and their associated details such as names, contact information, and activity status in the Sakila store.",nominal,nominal,0.731127,0.090909,0.073649,0
address.address2,film.film_id,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.772305,0.0,0.041427,0
address.address2,film.title,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,0.918405,0.125,0.037642,0
address.address2,film.description,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,nominal,1.103025,0.090909,0.04436,0
address.address2,film.release_year,address,film,"Holds customer and store contact addresses for delivery, billing, or communication purposes.",Captures details of films in a video rental store inventory.,nominal,numeric,0.621057,0.083333,0.036045,0
